acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.99,0.15,3.84,498.2,0.4,500.94,3.968400181433319,11:57:07
1.0,0.13,3.83,498.14,0.47,500.98,3.960530267527317,11:57:07
0.99,0.13,3.83,498.04,0.15,0.83,3.9580171803568516,11:57:08
0.99,0.14,3.82,498.09,0.47,1.02,3.9486833248565274,11:57:08
0.99,0.14,3.83,498.11,0.3,500.81,3.9583582455356416,11:57:09
1.0,0.14,3.83,497.62,0.58,500.79,3.9608711163076236,11:57:09
0.99,0.14,3.81,498.19,0.6,500.9,3.939010027913105,11:57:10
0.99,0.15,3.82,498.08,0.6,0.83,3.9490505187956253,11:57:10
1.0,0.13,3.82,498.32,1.66,500.62,3.950860665728418,11:57:11
0.97,0.19,3.8,500.22,2.19,494.71,3.926448777203136,11:57:11
1.03,0.33,3.79,489.88,6.47,495.72,3.941306889852654,11:57:12
0.75,0.37,3.62,55.02,469.37,482.94,3.715346551803748,11:57:12
0.78,3.72,3.26,476.56,13.18,27.26,5.007434472861328,11:57:13
0.93,3.92,3.09,499.59,460.16,494.39,5.077341824222592,11:57:13
0.75,0.0,3.42,4.72,17.69,465.39,3.501271197722336,11:57:14
0.88,0.1,3.5,11.5,7.11,491.84,3.6103185455025986,11:57:14
0.91,0.09,3.5,496.85,497.72,1.27,3.6174853144138677,11:57:15
0.89,0.09,3.48,498.45,2.07,499.87,3.5931323382252427,11:57:15
0.91,0.09,3.51,500.73,0.57,0.92,3.627161424585346,11:57:16
1.0,0.16,3.94,498.25,0.45,503.44,4.068070795844143,11:57:16
1.01,0.14,3.89,498.21,0.56,503.91,4.021417660477459,11:57:17
0.99,0.13,3.84,498.11,0.22,9.87,3.9676945446946896,11:57:17
0.99,0.15,3.89,498.16,0.52,4.34,4.016802210714389,11:57:18
1.0,0.14,3.88,498.21,0.36,508.53,4.009239329349147,11:57:18
1.01,0.15,3.91,497.64,0.62,504.7,4.041126080685927,11:57:19
1.0,0.14,3.82,498.24,0.68,506.65,3.951202348652876,11:57:19
1.0,0.16,3.89,498.15,0.66,3.48,4.019664165076481,11:57:20
1.0,0.14,3.9,498.38,1.71,505.29,4.028597770937178,11:57:20
0.97,0.2,3.87,500.25,2.2,502.76,3.9947215172024197,11:57:21
1.03,0.33,3.82,489.96,6.49,497.41,3.97016372458366,11:57:21
0.76,0.38,3.65,55.09,469.41,489.98,3.747599231508086,11:57:22
0.78,3.72,3.3,476.62,13.25,34.89,5.033567323479443,11:57:22
0.94,3.92,3.16,499.68,460.25,498.7,5.12206989409555,11:57:23
0.75,0.0,3.45,4.77,17.78,475.14,3.530580688781946,11:57:23
0.89,0.11,3.52,11.54,7.19,493.15,3.6324371983559467,11:57:24
0.91,0.09,3.57,496.9,497.81,10.48,3.685254400987807,11:57:24
0.9,0.1,3.56,498.49,2.13,503.97,3.6733635812426737,11:57:25
0.91,0.09,3.55,500.78,0.62,2.11,3.66588324964121,11:57:25
1.01,0.17,3.97,498.3,0.48,504.81,4.0999878048599125,11:57:26
