acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.03,0.1,0.15,498.18,0.07,1.04,3.0353582984550607,12:22:36
3.02,0.1,0.18,498.74,-0.51,501.06,3.027011727760565,12:22:37
3.03,0.1,0.17,497.79,0.32,0.81,3.0364123567130994,12:22:37
3.02,0.09,0.16,498.39,1.67,1.02,3.0255743256446372,12:22:38
3.02,0.1,0.15,498.58,0.79,500.94,3.025376009688713,12:22:38
3.02,0.09,0.16,497.15,0.63,500.64,3.0255743256446372,12:22:39
3.03,0.1,0.17,498.81,-0.24,0.87,3.0364123567130994,12:22:39
3.02,0.1,0.17,497.64,-0.63,1.58,3.0264335446198056,12:22:40
3.03,0.1,0.18,498.77,0.98,1.09,3.0369886400841213,12:22:40
3.03,0.11,0.15,497.73,0.62,500.6,3.0357042016639237,12:22:41
3.03,0.11,0.16,498.19,-0.66,500.96,3.0362147486632103,12:22:41
3.02,0.1,0.18,499.15,0.17,501.05,3.027011727760565,12:22:42
3.02,0.11,0.17,498.29,1.56,500.86,3.026780467757779,12:22:42
3.02,0.1,0.16,497.57,1.4,500.58,3.025888299326332,12:22:43
3.02,0.1,0.16,498.48,0.54,500.61,3.025888299326332,12:22:43
3.03,0.1,0.16,498.67,-0.78,1.24,3.035868903625451,12:22:44
3.02,0.11,0.17,497.83,0.73,0.88,3.026780467757779,12:22:44
3.02,0.1,0.17,498.38,0.6,500.71,3.0264335446198056,12:22:45
3.02,0.09,0.17,498.85,0.38,1.09,3.0261196275097917,12:22:45
3.03,0.04,0.16,5.98,496.62,493.19,3.034485129309419,12:22:46
3.03,0.12,0.12,10.38,495.48,4.35,3.034748754015726,12:22:46
3.04,0.12,0.1,9.08,493.14,494.13,3.0440105124654218,12:22:47
2.94,0.18,0.36,56.89,465.09,492.87,2.967423124530777,12:22:47
3.07,0.11,0.34,65.49,1.87,481.81,3.0907280695654866,12:22:48
2.98,3.98,0.48,46.8,492.35,464.3,4.995117616232875,12:22:48
3.19,0.2,0.32,70.41,16.15,486.57,3.212242207555339,12:22:49
2.92,0.0,0.6,123.26,470.82,443.84,2.9810065414218734,12:22:49
3.21,0.36,0.4,123.25,484.85,434.32,3.2547964606100948,12:22:50
3.21,3.94,0.38,47.98,470.05,468.66,5.096282959177208,12:22:51
3.13,0.06,0.48,13.16,9.28,3.92,3.167159610755353,12:22:51
3.13,0.2,0.36,0.93,9.35,500.86,3.1569764015589343,12:22:52
3.06,0.01,0.3,493.35,491.44,4.71,3.0746869759375506,12:22:52
3.1,0.11,0.22,12.79,14.39,498.78,3.109742754634216,12:22:53
3.03,0.16,0.2,500.74,487.34,500.52,3.0408058142538468,12:22:53
3.16,3.99,0.28,488.95,26.08,487.82,5.097460151879561,12:22:54
3.2,0.26,0.44,20.09,479.56,492.42,3.2405555079337867,12:22:54
2.98,0.16,0.53,485.01,493.68,484.61,3.030989937297714,12:21:55
3.23,0.58,0.32,25.41,493.33,493.08,3.2972261068965225,12:21:55
2.75,0.35,0.48,14.45,11.45,7.75,2.813432067777717,12:21:56
2.94,0.0,0.27,2.3,21.92,499.39,2.952371927789587,12:21:56
3.08,0.1,0.23,483.02,481.09,10.7,3.0901941686567205,12:21:57
3.08,0.06,0.49,74.92,497.54,457.94,3.1193108213193503,12:21:57
3.2,0.44,0.46,132.56,469.75,432.25,3.262698269837406,12:21:58
3.18,0.06,0.38,47.62,497.77,474.97,3.203185914054943,12:21:58
3.09,0.11,0.53,22.2,494.3,481.03,3.1370527569679156,12:21:59
3.11,0.14,0.4,14.03,1.02,499.97,3.138741786130232,12:21:59
3.03,0.1,0.22,498.25,0.1,10.49,3.039621686986721,12:22:00
3.02,0.11,0.27,498.75,-0.49,502.95,3.034040210676187,12:22:00
3.04,0.1,0.26,497.85,0.4,4.87,3.0527364773265315,12:22:01
3.02,0.1,0.23,498.43,1.71,3.55,3.0303960137249386,12:22:01
3.03,0.11,0.17,498.67,0.85,503.62,3.0367581398590175,12:22:02
3.02,0.1,0.2,497.23,0.68,507.83,3.02826683104379,12:22:02
3.03,0.11,0.22,498.91,-0.22,5.44,3.039967105085185,12:22:03
3.03,0.1,0.27,497.71,-0.6,2.76,3.043649125638499,12:22:03
3.04,0.11,0.28,498.82,1.0,8.81,3.0548486050866743,12:22:04
3.03,0.11,0.18,497.75,0.71,505.51,3.037334357623474,12:22:04
3.03,0.12,0.2,498.28,-0.56,509.8,3.0389636391375268,12:22:05
3.03,0.1,0.24,499.18,0.27,508.77,3.0411346566701054,12:22:05
3.03,0.12,0.24,498.33,1.62,507.61,3.0418579848507066,12:22:06
3.03,0.11,0.24,497.62,1.46,502.29,3.0414799029419872,12:22:06
3.03,0.11,0.19,498.5,0.6,502.61,3.037943383277575,12:22:07
3.03,0.11,0.25,498.77,-0.7,6.74,3.042285325211953,12:22:07
3.03,0.12,0.25,497.92,0.78,7.19,3.0426633070387528,12:22:08
3.03,0.1,0.25,498.45,0.65,502.54,3.04194017035181,12:22:08
3.03,0.1,0.21,498.94,0.4,2.56,3.038914279804549,12:22:09
3.03,0.04,0.23,6.07,496.66,495.57,3.0389800920703642,12:22:09
3.04,0.13,0.13,10.43,495.52,8.17,3.0455541367705155,12:22:10
3.05,0.12,0.11,9.12,493.18,498.22,3.0543411728227086,12:22:10
2.95,0.19,0.41,56.91,465.19,495.19,2.9844094893295057,12:22:11
3.07,0.12,0.37,65.53,1.9,485.78,3.0945435850864986,12:22:11
2.98,3.99,0.54,46.85,492.41,472.84,5.009201533178716,12:22:12
3.2,0.21,0.42,70.46,16.16,495.24,3.2342696238872852,12:22:12
2.93,0.01,0.68,123.29,470.85,451.12,3.007889625634558,12:22:13
3.22,0.36,0.43,123.34,484.92,441.05,3.2684705903526194,12:22:13
3.22,3.95,0.41,48.06,470.08,478.04,5.112631416403885,12:22:14
3.14,0.07,0.5,13.26,9.31,10.63,3.180330171538798,12:22:14
3.13,0.2,0.45,0.96,9.42,503.8,3.1685012229759355,12:22:15
3.07,0.01,0.33,493.41,491.52,5.73,3.0877014104346294,12:22:15
3.11,0.11,0.25,12.81,14.44,504.95,3.121970531571366,12:22:16
3.03,0.17,0.25,500.77,487.38,505.14,3.0450451556586153,12:22:16
3.17,3.99,0.36,489.04,26.11,489.33,5.108678889889244,12:22:17
3.21,0.27,0.51,20.17,479.59,502.07,3.261456729745161,12:22:17
2.98,0.17,0.61,485.02,493.69,488.03,3.0465390199372138,12:22:18
3.24,0.58,0.4,25.5,493.37,500.33,3.3157201329424657,12:22:18
2.76,0.35,0.57,14.5,11.54,9.82,2.839894364232585,12:22:19
2.94,0.0,0.29,2.32,22.01,504.9,2.9542680988698367,12:22:19
3.08,0.1,0.27,483.06,481.11,19.68,3.0934285186504633,12:22:20
3.09,0.07,0.57,74.99,497.6,467.38,3.142912661847287,12:22:20
3.21,0.45,0.51,132.57,469.85,440.83,3.2812649999657144,12:22:21
3.18,0.07,0.42,47.64,497.84,480.09,3.208379653345283,12:22:21
3.1,0.11,0.59,22.29,494.33,482.29,3.1575623509283237,12:22:22
3.12,0.14,0.42,14.12,1.05,502.64,3.1512537187602017,12:22:22
