acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.91,3.91,0.39,498.03,1.42,0.94,4.033398071105802,10:38:38
0.85,3.9,0.4,497.12,4.68,500.84,4.011545836706842,10:38:38
0.9,3.91,0.39,498.54,-0.96,1.26,4.031153681019864,10:38:39
0.9,3.91,0.4,498.89,0.56,1.06,4.032133430331888,10:38:39
0.91,3.91,0.4,497.99,1.09,1.04,4.034377275367291,10:38:40
0.9,3.91,0.39,497.73,-0.23,1.08,4.031153681019864,10:38:40
0.92,3.91,0.4,498.18,1.19,500.7,4.036644646237764,10:38:41
0.9,3.91,0.4,498.15,1.61,0.81,4.032133430331888,10:38:41
0.9,3.91,0.4,497.68,0.13,500.88,4.032133430331888,10:38:42
0.91,3.91,0.39,498.43,0.38,500.96,4.033398071105802,10:38:42
0.91,3.91,0.39,497.67,-0.27,500.93,4.033398071105802,10:38:43
0.91,3.91,0.37,497.86,-0.69,500.82,4.031513363490192,10:38:43
0.91,3.91,0.38,498.16,0.43,500.73,4.032443427997472,10:38:44
0.91,3.92,0.38,498.48,-0.2,500.52,4.042140522050167,10:38:44
0.91,3.92,0.38,499.19,0.73,0.87,4.042140522050167,10:38:45
0.91,3.9,0.37,496.27,0.63,501.01,4.021815510438041,10:38:45
0.91,3.89,0.39,498.11,0.94,500.64,4.01401295463779,10:38:46
0.91,3.9,0.38,500.71,-0.2,500.72,4.022747817102136,10:38:46
0.91,3.9,0.38,500.05,0.09,1.35,4.022747817102136,10:38:47
0.91,3.9,0.37,499.76,0.86,1.23,4.021815510438041,10:38:47
0.91,3.9,0.38,499.73,-0.32,500.97,4.022747817102136,10:38:48
0.9,3.9,0.39,496.06,0.65,500.97,4.021454960583296,10:38:48
0.9,3.9,0.38,499.0,1.04,500.83,4.020497481655721,10:38:49
0.91,3.9,0.38,497.92,0.09,500.81,4.022747817102136,10:38:49
0.91,3.9,0.38,496.11,0.15,0.86,4.022747817102136,10:38:50
0.92,3.91,0.38,500.76,-0.61,501.0,4.034711885624549,10:38:50
0.91,3.9,0.37,498.24,1.15,0.82,4.021815510438041,10:38:51
0.91,3.91,0.38,496.1,0.89,500.97,4.032443427997472,10:38:51
0.91,3.9,0.38,500.83,1.35,500.78,4.022747817102136,10:38:52
0.91,3.91,0.38,499.9,-0.27,500.97,4.032443427997472,10:38:52
0.91,3.9,0.39,499.28,-0.61,0.8,4.023704760540962,10:38:53
0.91,3.9,0.38,499.94,0.52,501.04,4.022747817102136,10:38:53
0.9,3.91,0.38,498.37,0.63,500.35,4.030198506277328,10:38:54
0.91,3.9,0.38,497.24,0.05,500.99,4.022747817102136,10:38:54
0.92,3.91,0.38,500.35,0.27,1.22,4.034711885624549,10:38:55
0.91,3.91,0.39,497.37,0.67,501.0,4.033398071105802,10:38:55
0.91,3.9,0.38,499.86,-0.82,500.96,4.022747817102136,10:38:56
0.91,3.9,0.36,496.64,0.87,500.44,4.020907857685874,10:38:56
0.91,3.9,0.38,498.54,0.65,501.06,4.022747817102136,10:38:57
0.91,3.92,0.38,499.08,0.56,500.68,4.042140522050167,10:38:57
0.91,3.91,0.39,500.02,1.06,1.08,4.033398071105802,10:38:58
0.91,3.91,0.39,500.33,0.03,500.91,4.033398071105802,10:38:58
0.91,3.91,0.38,497.38,-0.51,500.83,4.032443427997472,10:38:59
0.91,3.91,0.39,496.82,0.94,501.04,4.033398071105802,10:38:59
0.91,3.9,0.37,500.38,0.43,500.71,4.021815510438041,10:39:00
0.91,3.91,0.37,499.42,-0.11,500.77,4.031513363490192,10:39:00
0.91,3.91,0.38,496.92,0.91,1.08,4.032443427997472,10:39:01
0.9,3.91,0.39,499.71,1.24,500.69,4.031153681019864,10:39:01
0.91,3.91,0.4,497.31,0.14,1.29,4.034377275367291,10:39:02
0.91,3.91,0.38,498.19,0.87,500.72,4.032443427997472,10:39:02
0.91,3.91,0.39,497.75,0.11,500.99,4.033398071105802,10:39:03
0.91,3.91,0.39,500.98,-0.11,501.0,4.033398071105802,10:39:03
0.92,3.91,0.39,496.17,-1.71,2.29,4.035665992125711,10:39:04
0.91,3.91,0.38,498.22,-0.07,500.52,4.032443427997472,10:39:04
0.91,3.92,0.38,496.01,0.43,501.06,4.042140522050167,10:39:05
0.91,3.91,0.39,496.63,1.42,0.94,4.033398071105802,10:39:05
0.85,3.9,0.4,496.81,4.68,500.84,4.011545836706842,10:39:06
0.9,3.91,0.39,497.67,-0.96,1.26,4.031153681019864,10:39:06
0.9,3.91,0.4,496.54,0.56,1.06,4.032133430331888,10:39:07
0.91,3.91,0.4,500.63,1.09,1.04,4.034377275367291,10:39:07
0.9,3.91,0.39,498.47,-0.23,1.08,4.031153681019864,10:39:08
0.92,3.91,0.4,496.76,1.19,500.7,4.036644646237764,10:39:08
0.9,3.91,0.4,497.17,1.61,0.81,4.032133430331888,10:39:09
0.9,3.91,0.4,498.84,0.13,500.88,4.032133430331888,10:39:09
0.91,3.91,0.39,496.82,0.38,500.96,4.033398071105802,10:39:10
0.91,3.91,0.39,500.96,-0.27,500.93,4.033398071105802,10:39:10
0.91,3.91,0.37,498.05,-0.69,500.82,4.031513363490192,10:39:11
0.91,3.91,0.38,501.0,0.43,500.73,4.032443427997472,10:39:11
0.91,3.92,0.38,498.65,-0.2,500.52,4.042140522050167,10:39:12
0.91,3.92,0.38,500.93,0.73,0.87,4.042140522050167,10:39:12
