acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.01,3.84,3.88,498.52,0.24,500.81,6.233786971015291,09:40:0
3.01,3.84,3.88,498.14,0.24,500.64,6.233786971015291,09:40:0
3.01,3.84,3.87,498.49,0.72,0.88,6.2275677435095,09:40:0
3.02,3.85,3.9,498.45,1.41,500.79,6.257227820688648,09:40:0
3.04,3.82,3.83,493.23,59.76,498.91,6.205070507254531,09:40:0
3.06,3.84,3.41,4.22,469.86,1.94,5.978068249861321,09:40:0
3.06,3.84,3.73,485.25,487.27,499.52,6.166206289121376,09:40:0
3.06,3.85,3.68,0.96,497.73,501.01,6.142352969343263,09:40:0
3.04,3.85,3.75,496.15,-0.88,1.21,6.17467408046773,09:40:0
3.04,3.86,3.74,498.39,-0.35,500.74,6.174852224952432,09:40:1
3.04,3.85,3.74,497.93,1.0,500.48,6.168606001358817,09:40:1
