acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.93,0.33,0.16,498.8,0.21,0.94,0.999699954986495,12:58:05
0.93,0.33,0.17,497.42,0.05,501.0,1.0013490899781154,12:58:06
0.94,0.34,0.15,499.0,-1.21,500.46,1.0107917688624102,12:58:06
0.93,0.33,0.14,498.96,-0.47,500.77,0.9966945369570358,12:58:07
0.94,0.34,0.15,498.31,-0.36,1.54,1.0107917688624102,12:58:07
0.94,0.33,0.12,497.41,1.4,500.88,1.0034440691936946,12:58:08
0.93,0.34,0.13,498.4,0.49,500.81,0.9986991538997118,12:58:08
0.93,0.33,0.12,498.25,0.65,1.04,0.9940824915468535,12:58:09
0.94,0.34,0.13,497.74,0.86,500.77,1.0080178569846865,12:58:09
0.93,0.34,0.14,498.38,0.0,500.45,1.0000499987500626,12:58:10
0.94,0.34,0.13,498.34,1.73,500.63,1.0080178569846865,12:58:10
0.93,0.35,0.14,497.58,0.3,500.34,1.0034938963441682,12:58:11
0.93,0.34,0.14,499.19,0.58,0.97,1.0000499987500626,12:58:11
0.93,0.35,0.14,497.4,0.94,1.32,1.0034938963441682,12:58:12
0.94,0.35,0.14,499.23,-1.4,0.82,1.012768482921936,12:58:12
0.94,0.34,0.13,497.07,1.27,0.97,1.0080178569846865,12:58:13
0.93,0.33,0.14,498.02,1.06,0.96,0.9966945369570358,12:58:13
0.94,0.33,0.14,497.29,0.91,500.94,1.0060318086422517,12:58:14
0.94,0.33,0.15,497.64,0.12,500.92,1.0074720839804943,12:58:14
0.94,0.33,0.15,498.87,0.8,500.77,1.0074720839804943,12:58:15
0.93,0.35,0.14,498.54,0.18,500.61,1.0034938963441682,12:58:15
0.93,0.33,0.14,497.74,1.35,0.98,0.9966945369570358,12:58:16
0.94,0.34,0.16,497.54,1.41,500.16,1.012324058787501,12:58:16
0.93,0.34,0.16,498.57,-0.35,1.23,1.0030453628824572,12:58:17
0.93,0.33,0.15,498.29,-0.21,0.87,0.9981482855768475,12:58:17
0.94,0.33,0.14,0.63,-1.38,1.71,1.0060318086422517,12:58:18
0.94,0.35,0.09,499.84,497.6,500.0,1.0070749723828907,12:58:18
0.94,0.35,0.09,496.35,497.59,499.32,1.0070749723828907,12:58:19
0.94,0.35,0.09,498.52,1.4,500.39,1.0070749723828907,12:58:19
0.95,0.36,0.08,497.16,-0.15,500.84,1.0190682018393078,12:58:20
0.94,0.35,0.06,497.06,0.52,500.86,1.0048382954485762,12:58:20
0.94,0.35,0.08,496.34,2.89,1.11,1.0062305898749053,12:58:21
0.94,0.35,0.08,497.79,497.02,499.03,1.0062305898749053,12:58:22
0.94,0.39,0.07,496.71,493.26,498.76,1.0200980345045272,12:58:22
0.93,0.4,3.98,498.03,0.04,500.98,4.106738365174972,12:58:23
0.94,0.38,3.99,496.54,0.14,500.91,4.116807015151426,12:58:23
0.93,0.41,3.95,497.36,495.87,498.45,4.07866399694802,12:58:24
0.92,0.42,3.94,498.17,-0.56,499.09,4.067726637816263,12:58:24
0.91,0.42,3.92,498.26,-0.7,500.27,4.046096884653159,12:58:25
0.92,0.42,3.92,498.43,0.42,0.85,4.048357691706601,12:58:25
0.92,0.45,3.94,499.27,-0.9,4.31,4.0709335538669755,12:58:26
0.94,0.4,3.97,0.78,5.03,1.56,4.099329213420167,12:58:26
0.93,0.41,3.96,498.41,3.04,2.53,4.088349300145476,12:58:27
0.93,0.42,3.95,498.35,488.98,495.92,4.0796813601064486,12:58:27
0.91,0.45,3.89,498.78,497.87,498.35,4.020286059473878,12:58:28
0.89,0.48,3.87,499.42,497.56,497.61,3.999924999296862,12:58:28
0.88,0.49,3.87,499.83,-1.89,500.17,3.99892485550804,12:58:29
0.89,0.47,3.86,492.34,490.03,2.52,3.9890600396584657,12:58:29
0.86,0.5,3.75,9.02,488.89,492.77,3.87970359692593,12:58:30
0.75,0.58,3.62,4.02,491.93,494.14,3.742098341839776,12:58:30
0.7,0.55,3.51,2.39,493.17,499.6,3.6211324195615933,12:58:31
0.67,0.54,3.47,494.86,-1.37,1.74,3.575108389965261,12:58:31
0.65,0.51,3.46,494.92,0.14,6.2,3.557274237390196,12:58:32
0.65,0.54,3.42,2.53,1.07,497.29,3.5228539566663843,12:58:32
0.65,0.53,3.43,490.41,493.24,4.9,3.531048003072176,12:58:33
0.68,0.54,3.38,2.67,1.95,496.86,3.48975643849252,12:58:33
0.65,0.53,3.39,499.95,497.08,499.67,3.492205606776325,12:58:34
0.66,0.54,3.39,497.77,0.71,499.76,3.4956115344814847,12:58:34
0.63,0.52,3.36,2.19,2.5,497.75,3.457875070039402,12:58:35
0.63,0.55,3.36,498.64,-0.34,499.87,3.4625135378796714,12:58:35
0.61,0.55,3.34,500.31,0.53,1.32,3.4395057784513168,12:58:36
0.61,0.53,3.32,4.93,1.82,498.26,3.4169284452560604,12:58:36
0.63,0.5,3.33,497.52,3.87,1.49,3.4257553911509797,12:58:37
0.63,0.5,3.33,497.86,-0.64,500.53,3.4257553911509797,12:58:37
0.63,0.51,3.33,495.63,-1.6,1.85,3.427229201556266,12:58:38
0.61,0.51,3.31,498.17,-1.56,1.39,3.404159220718091,12:58:38
0.6,0.5,3.33,498.9,3.27,3.99,3.4203654775476844,12:58:39
0.64,0.48,3.33,498.71,1.59,500.87,3.4247481659240293,12:58:40
0.64,0.49,3.33,498.68,0.7,500.19,3.426164035769449,12:58:40
