acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.0,0.02,0.03,498.19,0.4,501.0,3.000216658843158,12:22:12
3.0,0.02,0.03,498.18,0.42,500.91,3.000216658843158,12:22:13
3.0,0.01,0.03,498.04,0.44,500.84,3.000166662037294,12:22:13
3.0,0.02,0.04,498.22,0.37,501.03,3.000333314816872,12:22:14
3.0,0.01,0.04,498.32,0.63,500.97,3.000283319954967,12:22:14
3.0,0.01,0.03,498.09,0.25,500.86,3.000166662037294,12:22:15
3.0,0.01,0.03,498.28,0.63,500.9,3.000166662037294,12:22:15
3.0,0.01,0.01,497.98,2.67,3.37,3.00003333314815,12:22:16
3.0,0.02,0.02,498.59,0.67,500.67,3.0001333303705024,12:22:16
2.96,0.06,0.03,488.93,8.73,493.41,2.960760037557924,12:22:17
2.97,0.02,3.99,477.71,7.25,482.99,4.974072777915499,12:22:17
2.99,3.94,0.1,493.37,-0.77,1.9,4.947090053758877,12:22:18
3.03,0.01,0.14,496.57,494.3,3.3,3.033249083079067,12:22:18
3.0,0.03,0.19,491.76,467.17,23.94,3.0061603416983598,12:22:19
3.26,0.09,0.55,39.33,469.27,470.71,3.307294967189954,12:22:19
3.2,0.07,0.6,482.64,25.55,1.48,3.256516543793383,12:22:20
3.15,0.08,0.48,496.03,10.51,12.5,3.1873656834445585,12:22:20
3.27,0.14,0.4,488.68,12.76,12.76,3.2973474187595095,12:22:21
3.07,0.09,0.35,7.52,16.13,4.35,3.09119717908774,12:22:21
3.01,0.13,0.44,3.48,13.97,496.97,3.0447660008611495,12:22:22
3.06,0.12,0.27,492.33,0.53,1.99,3.0742316113136305,12:22:22
3.04,0.1,0.23,492.6,8.83,1.97,3.0503278512317324,12:22:23
3.03,0.1,0.18,495.31,2.79,1.48,3.0369886400841213,12:22:23
3.03,0.1,0.17,499.1,0.81,501.0,3.0364123567130994,12:22:24
3.03,0.1,0.19,499.21,0.7,500.49,3.0375977350531453,12:22:24
3.02,0.1,0.16,497.94,0.4,500.64,3.025888299326332,12:22:25
3.03,0.1,0.18,498.29,0.67,500.84,3.0369886400841213,12:22:25
3.02,0.11,0.18,498.29,0.95,501.0,3.027358584641073,12:22:26
3.01,0.09,0.17,498.51,1.15,500.73,3.0161399171789096,12:22:26
3.02,0.1,0.19,499.25,1.32,500.78,3.027622829878253,12:22:27
3.02,0.09,0.17,496.68,0.41,0.86,3.0261196275097917,12:22:27
3.03,0.09,0.18,499.09,-0.49,0.84,3.036675814109896,12:22:28
3.03,0.09,0.18,498.23,0.15,500.85,3.036675814109896,12:22:28
3.02,0.09,0.19,497.9,0.33,0.84,3.027309036091294,12:22:29
3.03,0.09,0.18,498.4,1.82,500.97,3.036675814109896,12:22:29
3.02,0.09,0.17,498.87,3.58,500.89,3.0261196275097917,12:22:30
3.03,0.1,0.15,497.61,-0.6,1.08,3.0353582984550607,12:22:30
3.01,0.02,0.07,498.27,0.44,503.96,3.0108802699542867,12:22:31
3.0,0.02,0.06,498.22,0.51,503.59,3.000666592609049,12:22:31
3.0,0.01,0.07,498.06,0.45,506.68,3.0008332176247317,12:22:32
3.01,0.02,0.13,498.31,0.42,502.06,3.012872383623309,12:22:32
3.01,0.02,0.07,498.4,0.65,510.81,3.0108802699542867,12:22:33
3.0,0.02,0.08,498.19,0.35,506.25,3.0011331193400936,12:22:33
3.0,0.02,0.04,498.32,0.66,507.74,3.000333314816872,12:22:34
3.01,0.02,0.1,498.06,2.75,5.49,3.011727079268638,12:22:34
3.0,0.02,0.09,498.65,0.68,508.86,3.001416332333787,12:22:35
2.97,0.07,0.11,489.0,8.82,501.52,2.9728605752708956,12:22:35
2.98,0.03,4.01,477.73,7.3,492.98,4.99613850888864,12:22:36
2.99,3.94,0.13,493.42,-0.75,6.38,4.947787384275926,12:22:36
3.03,0.01,0.23,496.65,494.34,10.82,3.038733288724102,12:22:37
3.01,0.04,0.24,491.85,467.25,26.27,3.0198178753030787,12:22:37
3.27,0.09,0.64,39.35,469.35,475.67,3.3332566657849796,12:22:38
3.2,0.08,0.65,482.74,25.62,9.26,3.266328213759297,12:22:38
3.15,0.08,0.51,496.05,10.58,18.96,3.1920213031870572,12:22:39
3.27,0.14,0.48,488.72,12.83,22.69,3.308005441349817,12:22:39
3.08,0.1,0.39,7.61,16.21,7.65,3.1062034704764594,12:22:40
3.01,0.14,0.49,3.51,14.03,500.15,3.0528347482299134,12:22:40
3.07,0.13,0.36,492.36,0.62,9.69,3.0937679292409763,12:22:41
3.04,0.11,0.26,492.68,8.9,11.6,3.053080411649847,12:22:41
3.04,0.1,0.27,495.33,2.81,7.71,3.053604427557702,12:22:42
3.03,0.1,0.22,499.19,0.87,504.19,3.039621686986721,12:22:42
3.03,0.11,0.23,499.29,0.72,508.25,3.0407071545941413,12:22:43
3.03,0.11,0.2,498.0,0.46,505.4,3.0385851970942,12:22:43
3.04,0.1,0.26,498.32,0.7,510.61,3.0527364773265315,12:22:44
3.03,0.12,0.23,498.35,0.98,505.62,3.0410853325745397,12:22:44
3.01,0.09,0.19,498.59,1.23,510.36,3.0173332596847833,12:22:45
3.02,0.11,0.26,499.34,1.36,508.06,3.0331666620876607,12:22:45
3.02,0.1,0.22,496.72,0.46,9.45,3.0296534455280524,12:22:46
3.03,0.09,0.23,499.11,-0.39,3.4,3.040049341704835,12:22:46
3.03,0.1,0.21,498.26,0.21,504.43,3.038914279804549,12:22:47
