acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.69,0.38,3.36,8.1,5.6,494.16,3.4511012735067625,12:45:42
0.55,0.5,3.32,492.67,498.25,487.24,3.402190470858444,12:45:42
0.57,0.59,3.41,489.24,5.57,502.29,3.507292402979826,12:45:43
0.62,0.61,3.39,14.26,15.52,27.7,3.4997999942853877,12:45:43
0.87,0.38,3.55,495.85,13.97,19.93,3.674751692291603,12:45:44
0.87,0.38,3.63,498.33,11.24,11.48,3.752092749386667,12:45:44
0.91,0.34,3.68,494.66,10.49,497.39,3.806060955896529,12:45:45
0.93,0.39,3.75,497.29,2.57,509.56,3.8832331889805434,12:45:45
0.91,0.42,3.86,497.92,497.86,500.2,3.9879944834465357,12:45:46
0.91,0.4,3.81,499.06,-0.01,2.98,3.9375373014106163,12:45:46
0.94,0.39,3.82,497.41,2.16,5.94,3.9532391781929914,12:45:47
0.94,0.37,3.8,498.05,0.7,505.29,3.931984231911415,12:45:47
0.93,0.37,3.79,498.01,0.7,502.22,3.919936223970997,12:45:48
0.93,0.37,3.78,497.55,0.19,507.45,3.910268532978266,12:45:48
0.92,0.38,3.79,497.11,1.45,509.8,3.918532888722513,12:45:49
0.92,0.37,3.85,498.27,0.51,502.94,3.975650890105921,12:45:49
0.92,0.38,3.8,496.89,1.94,505.29,3.9282056972617916,12:45:50
0.92,0.4,3.83,498.44,-0.27,508.47,3.9592044655460774,12:45:50
