acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.71,0.45,3.37,5.47,-0.88,490.47,3.4732549575290323,12:45:10
0.63,0.42,3.26,9.34,10.08,496.63,3.3467745666536906,12:45:11
0.8,0.59,3.37,484.08,491.18,9.62,3.513545218152173,12:45:11
0.7,0.42,3.37,494.74,495.7,4.29,3.4674630495507808,12:45:12
0.56,0.43,3.18,473.16,0.39,13.49,3.2574376433018637,12:45:12
0.75,0.42,3.36,490.38,2.14,7.52,3.4682127962395843,12:45:13
0.68,0.41,3.31,493.74,-0.36,499.89,3.403909517011285,12:45:14
0.64,0.44,3.3,6.23,495.22,493.84,3.390162238005727,12:45:14
0.69,0.47,3.34,3.22,9.22,4.75,3.442760520280201,12:45:15
0.68,0.43,3.34,492.54,11.68,12.54,3.4355348928514755,12:45:15
0.66,0.43,3.33,491.63,495.42,500.8,3.421900056985885,12:45:16
0.58,0.28,3.2,482.71,492.57,15.23,3.2641691132660395,12:45:16
0.71,0.43,3.32,497.43,-0.06,12.77,3.4221922798112905,12:45:17
0.69,0.41,3.31,494.38,-1.21,7.81,3.4059213144169966,12:45:17
0.65,0.42,3.33,496.67,490.39,1.97,3.418742458858228,12:45:18
0.6,0.42,3.28,8.26,-1.2,493.81,3.360773720439982,12:45:18
0.65,0.47,3.37,12.69,2.57,495.87,3.4641449161373146,12:45:19
0.7,0.43,3.34,490.47,8.44,10.65,3.439549389091542,12:45:19
0.72,0.39,3.33,12.17,481.89,484.96,3.429198157004054,12:45:20
0.62,0.45,3.25,488.89,1.44,17.73,3.3390717272918833,12:45:20
0.64,0.4,3.31,494.29,-1.42,497.06,3.3949521351559584,12:45:21
0.69,0.37,3.31,8.03,5.58,485.97,3.4013379720339465,12:45:21
0.55,0.5,3.3,492.6,498.16,482.15,3.3826764551165693,12:45:22
0.56,0.58,3.33,489.16,5.56,495.58,3.4262078162306504,12:45:22
0.61,0.6,3.36,14.19,15.46,26.39,3.467232325645341,12:45:23
0.87,0.37,3.51,495.83,13.91,12.55,3.6350928461319936,12:45:23
0.86,0.37,3.57,498.29,11.2,6.83,3.6907180873103815,12:45:24
0.91,0.33,3.65,494.57,10.4,494.51,3.77617531372684,12:45:24
0.92,0.39,3.74,497.22,2.48,500.18,3.871188448009216,12:45:25
0.9,0.42,3.76,497.87,497.85,498.38,3.8889587295315953,12:45:25
0.91,0.4,3.75,499.03,-0.09,1.23,3.879510278372774,12:45:26
0.93,0.38,3.74,497.37,2.08,3.19,3.872583117248744,12:45:26
0.93,0.37,3.76,497.96,0.61,500.61,3.8909381902055444,12:45:27
0.92,0.37,3.75,497.91,0.66,500.38,3.878891594257308,12:45:27
0.92,0.37,3.74,497.54,0.13,500.91,3.869224728547051,12:45:29
0.91,0.37,3.74,497.08,1.44,500.64,3.866859190609351,12:45:29
0.92,0.37,3.76,498.2,0.47,500.87,3.888560144835103,12:45:30
0.92,0.38,3.78,496.84,1.89,497.5,3.9088617268969745,12:45:30
0.91,0.39,3.77,498.4,-0.33,500.9,3.8978327311468868,12:45:31
0.71,0.46,3.44,5.52,-0.83,494.73,3.542499117854512,12:45:31
0.64,0.42,3.29,9.4,10.15,499.74,3.3778839530096354,12:45:32
0.81,0.6,3.4,484.1,491.19,16.51,3.5462797407987994,12:45:32
0.7,0.42,3.46,494.82,495.78,11.99,3.554996483823859,12:45:33
0.57,0.44,3.23,473.26,0.45,16.71,3.3092899540535883,12:45:33
0.76,0.42,3.43,490.4,2.23,13.93,3.5382057599862673,12:45:34
0.69,0.42,3.34,493.75,-0.33,508.11,3.43629160578668,12:45:34
0.65,0.44,3.32,6.31,495.27,503.46,3.411524585870663,12:45:35
0.69,0.47,3.4,3.3,9.29,6.96,3.5009998571836585,12:45:35
0.68,0.44,3.36,492.56,11.7,20.72,3.4562407323564717,12:45:36
0.66,0.43,3.41,491.69,495.45,502.96,3.499799994285388,12:45:36
0.59,0.28,3.24,482.73,492.65,22.56,3.305162628373981,12:45:37
0.71,0.44,3.39,497.52,0.03,20.03,3.4913894082442307,12:45:37
0.69,0.42,3.37,494.46,-1.12,16.26,3.4654581226729606,12:45:38
0.66,0.42,3.36,496.76,490.46,8.27,3.449869562751612,12:45:38
0.6,0.43,3.35,8.36,-1.1,495.9,3.4303644121288337,12:45:39
0.66,0.48,3.39,12.75,2.63,499.92,3.486846713005893,12:45:39
0.71,0.44,3.41,490.53,8.45,17.67,3.510811871917947,12:45:40
0.73,0.39,3.42,12.26,481.98,490.8,3.5187213586756196,12:45:40
0.63,0.46,3.27,488.97,1.49,24.82,3.3617554937859473,12:45:41
0.65,0.4,3.41,494.32,-1.41,504.03,3.494366895447586,12:45:41
