acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
3.02,0.15,3.95,494.71,494.4,501.01,4.97447484665467,12:17:49
2.99,4.0,0.11,485.75,493.64,498.34,4.995217712973079,12:17:49
2.98,0.23,3.92,14.61,491.56,7.92,4.929472588421605,12:17:50
3.12,3.99,0.15,475.48,491.83,498.42,5.067247773693329,12:17:50
2.96,0.14,0.11,4.38,493.79,499.25,2.9653498950376833,12:17:51
2.95,0.2,0.08,2.35,13.73,495.65,2.957853951769762,12:17:51
2.94,0.04,0.01,2.86,19.0,3.1,2.9402891014320343,12:17:52
2.95,0.23,0.04,483.13,12.09,499.42,2.9592228709578468,12:17:52
2.91,0.09,0.0,33.27,34.64,500.57,2.9113914199227837,12:17:53
2.99,0.11,3.98,6.43,498.02,1.99,4.979216805884235,12:17:53
3.03,0.02,3.98,49.13,471.37,498.57,5.002169529314256,12:17:54
3.01,0.18,0.09,85.62,489.98,498.84,3.0167200731920754,12:17:54
3.01,0.11,0.15,36.84,6.44,494.14,3.015742031407859,12:17:55
3.27,0.08,3.94,26.24,493.05,496.02,5.12083001084785,12:17:55
2.99,3.98,3.97,44.09,496.69,499.4,6.367212891053668,12:17:56
2.99,0.01,3.99,12.89,22.72,5.77,4.986010429190858,12:17:57
3.08,0.11,3.89,29.82,489.26,496.28,4.962922526092867,12:17:57
2.97,3.98,0.08,472.36,487.21,1.15,4.966658836682867,12:17:58
2.94,0.13,3.93,14.94,488.98,14.63,4.909725043217797,12:17:58
3.14,0.09,0.04,476.64,480.02,496.73,3.14154420627818,12:17:59
2.96,0.02,0.06,7.06,34.83,4.01,2.9606755985754334,12:17:59
3.0,0.2,3.98,450.67,21.47,494.48,4.988025661521801,12:18:00
3.01,0.06,0.13,449.09,29.95,17.97,3.013403391515978,12:18:00
3.05,0.16,0.06,425.99,9.01,4.3,3.0547831346922156,12:18:01
3.03,0.16,4.02,494.79,494.44,510.58,5.0365563632307335,12:18:01
3.0,4.01,0.15,485.83,493.69,502.35,5.010249494785664,12:18:02
2.99,0.24,4.01,14.71,491.62,9.43,5.007773956559941,12:18:02
3.12,4.0,0.16,475.51,491.9,500.89,5.075431016179809,12:18:03
2.96,0.15,0.14,4.45,493.83,502.36,2.967102964172292,12:18:03
2.95,0.2,0.16,2.42,13.78,498.5,2.9610977694091765,12:18:04
2.95,0.05,0.1,2.92,19.09,10.48,2.9521178838251023,12:18:04
2.96,0.24,0.07,483.15,12.18,502.67,2.9705386716890256,12:18:05
2.91,0.09,0.09,33.35,34.68,504.77,2.912782175172047,12:18:05
2.99,0.12,3.99,6.48,498.06,6.98,4.987444235277223,12:18:06
3.03,0.03,4.0,49.21,471.39,499.98,5.018147068390881,12:18:06
3.02,0.18,0.15,85.7,490.03,505.67,3.029075766632456,12:18:07
3.02,0.12,0.24,36.92,6.46,503.29,3.0318970958790805,12:18:07
3.27,0.09,3.99,26.32,493.09,499.94,5.15956393506273,12:18:08
2.99,3.98,4.0,44.18,496.7,508.46,6.38596116493046,12:18:08
3.0,0.02,4.02,12.92,22.79,13.21,5.016054226182169,12:18:09
3.08,0.11,3.92,29.87,489.35,505.73,4.986471698505868,12:18:09
2.98,3.99,0.17,472.45,487.3,10.65,4.9829107959103585,12:18:10
2.94,0.13,4.02,15.02,489.06,19.53,4.982057807773812,12:18:10
3.14,0.1,0.06,476.68,480.1,505.85,3.1421648588194735,12:18:11
2.97,0.03,0.12,7.07,34.87,13.36,2.972574641619618,12:18:11
3.0,0.2,4.03,450.77,21.57,500.1,5.028011535388518,12:18:12
3.01,0.07,0.16,449.18,30.03,19.59,3.0150621884133666,12:18:12
3.06,0.17,0.12,426.01,9.06,5.97,3.0670670028546816,12:18:13
