acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
1.0,3.93,3.78,498.12,0.39,500.93,5.543762260414853,12:31:24
1.0,3.94,3.79,497.97,0.25,0.79,5.557670375256165,12:31:24
1.0,3.94,3.79,498.21,0.4,500.98,5.557670375256165,12:31:25
0.99,3.93,3.79,498.29,0.31,500.72,5.548792661471502,12:31:25
1.0,3.94,3.8,498.01,-0.07,500.94,5.564494586213558,12:31:26
0.98,3.94,3.79,497.94,-1.39,501.0,5.554106588822364,12:31:26
1.0,3.95,3.83,498.18,0.2,1.03,5.592083690360866,12:31:27
0.99,3.93,3.81,498.65,16.21,492.55,5.562472471841995,12:31:27
0.97,0.15,0.25,499.48,37.85,488.39,1.0128672173587216,12:31:28
0.95,0.16,0.33,486.73,496.66,494.23,1.0183319694480772,12:31:28
0.83,0.2,0.37,491.86,22.0,496.34,0.9304837451562493,12:31:29
0.78,0.24,0.53,492.86,494.34,497.54,0.9730878685915265,12:31:29
0.87,0.25,0.41,497.0,2.18,4.85,0.9937303457175896,12:31:30
0.87,0.18,0.41,498.54,5.53,4.94,0.9784681905918046,12:31:30
0.89,0.13,0.41,2.96,496.55,3.84,0.9884836872705589,12:31:31
0.9,0.13,0.38,499.3,-0.79,0.85,0.9855455342093535,12:31:31
0.9,0.13,0.39,498.75,0.08,500.6,0.989444288477123,12:31:32
0.9,0.13,0.39,498.8,0.46,0.94,0.989444288477123,12:31:32
0.92,0.13,0.38,498.81,-1.98,2.83,1.0038426171467318,12:31:33
0.92,0.12,0.38,496.54,1.49,499.46,1.0025966287595427,12:31:33
0.9,0.13,0.4,498.99,0.02,0.96,0.9934284070832684,12:31:34
0.9,0.12,0.39,498.16,0.55,1.49,0.9881801455200363,12:31:34
0.91,0.13,0.39,497.99,0.6,0.87,0.9985489472229191,12:31:35
0.9,0.12,0.39,497.93,0.69,500.81,0.9881801455200363,12:31:35
0.9,0.13,0.39,498.96,0.37,0.81,0.989444288477123,12:31:36
0.91,0.13,0.39,497.48,1.77,500.61,0.9985489472229191,12:31:36
0.9,0.12,0.39,497.3,0.8,0.81,0.9881801455200363,12:31:37
0.91,0.12,0.41,498.22,0.0,0.81,1.0052860289489753,12:31:37
0.91,0.12,0.39,498.12,0.27,501.0,0.9972963451251589,12:31:38
0.9,0.12,0.38,498.38,0.18,500.84,0.9842763839491426,12:31:39
0.91,0.12,0.38,497.67,0.34,500.95,0.9934284070832684,12:31:39
0.9,0.12,0.39,498.36,0.86,500.91,0.9881801455200363,12:31:40
0.91,0.13,0.39,498.21,-0.27,0.88,0.9985489472229191,12:31:40
0.91,0.12,0.37,498.16,0.51,500.94,0.9896464014990405,12:31:41
0.91,0.11,0.37,497.94,0.93,500.68,0.9884836872705589,12:31:41
0.91,0.12,0.39,498.07,0.73,500.97,0.9972963451251589,12:31:42
0.91,0.12,0.38,498.23,-0.47,0.87,0.9934284070832684,12:31:42
0.91,0.12,0.38,498.11,0.07,500.96,0.9934284070832684,12:31:43
0.91,0.12,0.37,498.32,-0.1,0.81,0.9896464014990405,12:31:43
0.92,0.12,0.37,498.16,0.74,500.9,0.9988493379884676,12:31:44
0.92,0.12,0.38,498.06,0.28,0.79,1.0025966287595427,12:31:44
0.91,0.12,0.37,497.96,0.62,500.71,0.9896464014990405,12:31:45
1.01,3.94,3.87,498.17,0.43,510.3,5.614320974080481,12:31:45
1.0,3.95,3.87,498.02,0.31,8.61,5.61955514253575,12:31:46
1.01,3.95,3.82,498.26,0.46,510.11,5.587038571551122,12:31:46
0.99,3.93,3.84,498.33,0.35,507.11,5.583063675080197,12:31:47
1.0,3.94,3.84,498.1,-0.03,506.73,5.591886980259884,12:31:47
0.99,3.95,3.84,498.0,-1.38,504.29,5.5971599941398855,12:31:48
1.0,3.96,3.85,498.28,0.21,2.27,5.612851325306951,12:31:48
0.99,3.94,3.83,498.72,16.29,496.22,5.583242785335418,12:31:49
0.97,0.16,0.32,499.53,37.92,490.84,1.0338762014864256,12:31:49
0.96,0.17,0.4,486.76,496.72,500.67,1.0538026380684384,12:31:50
0.83,0.21,0.41,491.94,22.07,499.57,0.9492628719169417,12:31:50
0.78,0.24,0.54,492.94,494.35,506.61,0.9785703858180055,12:31:51
0.88,0.26,0.42,497.1,2.2,9.39,1.009158064923429,12:31:51
0.87,0.18,0.48,498.6,5.62,11.29,1.00980196078241,12:31:52
0.89,0.13,0.48,3.04,496.58,8.96,1.0195096860746347,12:31:52
0.91,0.13,0.41,499.39,-0.75,6.4,1.0065286881157438,12:31:53
0.9,0.13,0.43,498.79,0.1,506.6,1.0058826969383656,12:31:53
0.91,0.14,0.4,498.9,0.49,2.21,1.0038426171467318,12:31:54
0.92,0.13,0.41,498.9,-1.93,6.99,1.0155786527886455,12:31:54
0.93,0.12,0.42,496.6,1.54,502.94,1.0274726273726225,12:31:55
0.9,0.13,0.43,499.08,0.03,2.78,1.0058826969383656,12:31:55
0.91,0.12,0.43,498.23,0.63,7.73,1.0136074190730848,12:31:56
0.92,0.14,0.43,498.04,0.69,6.37,1.0251341375644458,12:31:56
0.9,0.13,0.48,498.01,0.75,505.18,1.0282509421342634,12:31:57
0.91,0.13,0.44,498.99,0.44,7.23,1.0191172650877818,12:31:57
0.92,0.13,0.48,497.49,1.86,510.16,1.0458011283222064,12:31:58
0.91,0.13,0.48,497.33,0.84,2.3,1.037014946854673,12:31:58
0.92,0.12,0.44,498.3,0.01,3.55,1.0268398122394748,12:31:59
