acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.92,0.13,0.42,498.16,0.31,510.9,1.0196568050084303,12:31:59
0.91,0.13,0.46,498.47,0.21,505.37,1.0279105019407089,12:32:00
0.91,0.12,0.43,497.7,0.39,506.7,1.0136074190730848,12:32:00
0.9,0.13,0.41,498.41,0.94,509.83,0.9974968671630002,12:32:01
0.91,0.14,0.43,498.28,-0.22,10.02,1.0161692772368194,12:32:01
0.92,0.12,0.47,498.22,0.56,503.63,1.0400480758118829,12:32:02
0.91,0.11,0.47,497.97,0.95,505.37,1.0300970828033638,12:32:02
0.91,0.12,0.48,498.15,0.76,507.12,1.0358088626768938,12:32:03
0.91,0.12,0.44,498.27,-0.45,10.15,1.0178899744078433,12:32:03
0.92,0.13,0.44,498.17,0.12,510.33,1.0280564186852783,12:32:04
0.91,0.13,0.4,498.37,-0.08,7.98,1.002496882788171,12:32:04
0.93,0.12,0.41,498.19,0.82,507.23,1.0234256201600584,12:32:05
0.93,0.13,0.45,498.09,0.34,9.33,1.0412972678346948,12:32:05
0.92,0.12,0.43,497.99,0.72,503.98,1.0225947388873073,12:32:06
1.02,3.94,3.96,498.27,0.51,517.4,5.6785209341869995,12:32:06
