acX,acY,acZ,gyX,gyY,gyZ,Akselerasi,time
0.78,0.0,0.56,3.2,470.27,493.22,0.9602083107326244,13:06:45
0.87,0.07,0.32,1.58,22.15,498.49,0.929623579735368,13:06:46
0.73,3.9,0.6,476.69,18.97,486.39,4.01284188574631,13:06:46
0.6,0.06,0.66,10.87,474.18,488.44,0.8939798655450804,13:06:47
0.85,0.13,0.38,494.61,2.43,493.87,0.9401063769595438,13:06:47
0.58,3.92,0.62,486.7,12.77,10.81,4.01088518908233,13:06:48
0.83,3.92,0.59,21.93,495.47,12.71,4.050111109586995,13:06:48
0.74,0.17,0.56,16.8,474.13,1.9,0.9434511116109833,13:06:49
0.91,0.15,0.4,488.39,19.79,498.81,1.0052860289489753,13:06:49
0.83,3.88,0.62,488.48,6.92,2.87,4.015930776295827,13:06:50
0.81,3.95,0.62,4.77,-1.0,499.5,4.079583312055289,13:06:50
0.83,0.14,0.45,11.58,493.21,8.46,0.9544631999192006,13:06:51
1.0,0.01,0.53,26.16,492.92,23.19,1.131812705353673,13:06:52
0.75,4.0,0.62,495.65,12.56,495.6,4.116661268552466,13:06:52
0.74,0.06,0.63,22.69,490.11,500.19,0.9737042672187486,13:06:53
0.81,0.04,0.49,9.19,0.96,32.62,0.9475230867899738,13:06:53
0.8,3.94,0.56,6.33,6.09,14.67,4.059211746139884,13:06:54
0.74,3.88,0.69,20.96,0.02,16.49,4.009750615686716,13:06:54
0.78,0.14,0.62,71.54,496.1,38.97,1.0061808982484213,13:06:55
0.8,0.05,0.53,39.12,12.25,47.64,0.9609370426828181,13:06:55
0.8,3.92,0.58,12.47,494.74,20.05,4.04262291093295,13:06:56
0.88,3.89,0.69,32.72,482.93,16.94,4.047542464261493,13:06:56
0.89,0.12,0.39,46.91,10.52,25.83,0.979081201943945,13:06:57
0.73,3.93,0.57,476.97,22.78,5.12,4.03766021353952,13:06:57
0.92,0.21,0.61,20.07,476.92,494.64,1.123654751247019,13:06:58
0.85,0.08,0.34,0.67,2.05,500.51,0.9189668111526117,13:06:58
0.9,3.96,0.67,491.54,16.27,2.45,4.115883866194477,13:06:59
0.89,3.81,0.79,495.62,34.73,497.82,3.991528529272965,13:06:59
0.83,0.11,0.43,19.31,4.4,14.08,0.9412226091632095,13:07:00
0.78,0.01,0.65,496.58,25.44,9.61,1.015381701627521,13:07:00
0.81,3.92,0.61,19.32,494.05,9.56,4.04902457389431,13:07:01
0.84,0.15,0.45,2.92,482.1,7.35,0.9646761114488115,13:07:01
1.1,0.1,0.46,10.18,18.26,10.89,1.196494880891682,13:07:02
0.77,4.0,0.61,482.38,20.56,492.64,4.118859065323794,13:07:02
0.67,0.17,0.59,449.38,463.66,463.82,0.9087904048789248,13:07:03
0.73,0.27,0.53,423.17,8.53,445.09,0.9416474924301556,13:07:03
0.79,3.96,0.68,468.91,492.92,484.67,4.094887055829501,13:07:04
0.78,3.97,0.64,493.45,487.34,490.89,4.096205561248118,13:07:04
0.79,0.0,0.58,3.22,470.34,495.84,0.9800510190801294,13:07:05
0.87,0.07,0.4,1.66,22.25,508.42,0.9601041610158765,13:07:05
0.74,3.91,0.69,476.75,19.03,491.61,4.038786946596713,13:07:06
0.61,0.07,0.7,10.93,474.21,493.7,0.9311283477587824,13:07:06
0.86,0.14,0.47,494.69,2.45,501.64,0.9899999999999999,13:07:07
0.59,3.93,0.72,486.77,12.83,14.88,4.038737426473774,13:07:07
0.84,3.92,0.65,22.01,495.55,20.02,4.061342142691256,13:07:08
0.74,0.17,0.59,16.88,474.15,6.8,0.9615612304996495,13:07:08
