No,Waktu,accx,accY,accZ,gyroX,gyroY,gyroZ,akselerasi,roll,pitch,yaw
1,12:17:49,0.0,3.0450803141635383,0.24604672173121805,1.2181597650184726,347.18644208353106,131.57461199859205,3.055004600484424,154.58108921197996,3.073624174366156,61.49524613642892
2,12:17:49,2.048145493639133,2.2179488009354222,1.284481307849448,143.33381328371297,394.2940642797012,236.29496348797807,3.2808671227131088,108.50286122045881,1.868767053212375,56.47565999219765
3,12:17:50,2.4644513843009963,2.7196640605237725,0.9389656635112005,244.62542023753818,428.42987657926227,312.0907502877015,3.7883703283787846,77.47562672129068,2.68944882611168,67.51229008883895
4,12:17:50,2.6507090592676334,2.0031674594172855,1.7829533071623551,182.92955246761738,452.6920025481641,226.4686137390224,3.770657884623449,54.50466838589509,4.753614049652931,58.503066789552676
5,12:17:51,2.804565295606476,2.559935317100305,1.3151606526920645,270.49355361996334,470.4052363251211,304.8911079662792,4.018519984701718,39.977288117957826,7.543633014584343,68.88467901290296
6,12:17:51,2.857847364409376,1.8607791278307435,0.9616956122530796,198.7659826301808,483.81271235860436,362.4446429463102,3.5432540088820876,28.789051010612347,12.799709420940546,76.36228345345894
7,12:17:52,2.8920442278040617,1.3670299385787905,0.6948137488916503,145.6782270362528,355.33507428844604,403.44842892855945,3.2734472371178356,20.190586611221917,18.989130859711967,81.98129963351873
8,12:17:52,2.9135640770318103,0.9604004377624332,0.47980928251652416,106.96841421857009,262.84048830955743,291.7614384755473,3.1050670813065406,13.425731896511408,25.657114428867157,84.12644490022271
9,12:17:53,2.9319402452154364,0.7181613988992477,0.33158113234748465,216.95209093211056,193.1798376254236,352.7682646649979,3.036770561585402,8.597558130459543,32.18237777824331,87.9013718671644
10,12:17:53,2.9336835565682535,0.5013650786537969,0.21207414190285764,167.75564747224539,148.71547961376845,397.66765570650426,2.983762992235864,4.7321027463276595,38.49037329073686,90.88905705034095
11,12:17:54,2.9578527931011886,0.3492048805678999,1.2707042869305416,124.00988581862724,249.55703990666473,287.1088627993677,3.238136281735622,1.5905275618102914,42.49831042289702,75.47638467474151
12,12:17:54,2.9869070088113303,0.21273406197020128,2.0449229719542488,104.29050175526389,315.585705866686,349.0087053001202,3.626096968040814,-0.9775530262023295,44.91553221725902,66.68187812065531
13,12:17:55,3.0022265289850547,0.15960744192282328,1.4911835736145462,100.3570881575727,369.1654782394038,394.3110014785409,3.3559599397306052,-2.90833638150015,48.40349610108018,74.8814290218261
14,12:17:55,3.013258590928974,0.10133619179918152,1.1035791282508665,83.4111912040281,269.1194894999481,426.0355596078261,3.2105892374899923,-4.449001752384105,52.07357335143003,80.53095228613269
15,12:17:56,3.096227963574586,0.05080438330050009,1.9113282356952983,67.9514802359663,335.96061363121964,449.71498183210537,3.639008699130833,-5.735101823126051,54.01514417727838,71.06974921080936
16,12:17:57,3.0758379893751147,1.1353639069733057,2.510530522205894,61.776543245139756,385.82274263009054,467.9368648559453,4.129478664561452,-5.132634984676403,54.299358946111596,67.53391245833316
17,12:17:57,3.060736303348869,0.7878828139456922,2.9541784435384044,48.26716709501265,285.81869615689,339.297483850534,4.326203453770485,-5.088051252621188,53.5881303881416,58.41526349850988
18,12:17:58,3.0755054942305455,0.5629988713445877,3.24940326221315,43.2596030293794,346.9040668027735,386.2014916832942,4.509359525992467,-5.31910967342455,52.69808358317152,54.540655259219996
19,12:17:58,3.0543568014221436,1.5113576451570776,2.367910397384314,167.03521210697917,390.9197767660044,278.135644011427,4.149734576091488,-3.1024016933879017,51.66311878958655,63.88106856127739
20,12:17:59,3.0300673908613787,1.0985458993489772,2.8315607981809814,125.77343416882924,423.54119210808284,202.98218444125698,4.290203729420464,-2.0519846745189394,50.58710886817812,55.80331874435117
21,12:17:59,3.069880623576266,0.7855407067398853,2.050278107733927,228.53097473132829,444.73510858382144,286.61008587978387,3.774239203337199,-1.416727314532877,51.775824471483446,67.24140657048795
22,12:18:00,3.0468733889273616,0.5369823911398518,1.4846359419905708,168.38413861042758,332.0519939246425,206.1294158449212,3.4316077014714557,-1.4544301249869034,54.02139774349341,73.13251402925938
23,12:18:00,3.041440479156884,0.40747840830736254,2.1997482239913473,252.10952147511915,245.76502408333906,288.26046803982075,3.7756179746425413,-1.4919645204376346,54.554672374418494,64.94676391289438
24,12:18:01,3.040202723845032,0.27308050002187945,1.613982984519776,312.8094010795678,185.08925685046174,211.35010135994239,3.4528751260198094,-1.5716910162932343,56.214198729384904,71.15352149743987
25,12:18:01,3.0506833027139537,0.20412575562091287,1.1655308480309188,350.45892093058194,134.69427712027388,151.19412499052086,3.2721244009476775,-1.6017504211906939,58.46861769408632,76.01650072385459
