No,Waktu,roll,pitch,yaw,kf_roll,kf_pitch,kf_yaw
1,11:57:59,0.27194059531822384,2.208924591814716,22.692144066734997,363.3988747839509,1.3114336148410928,13.254827999508365
2,11:57:59,0.6957169140625401,5.289405220216214,22.28215547856407,262.61206977782166,-0.18539634684840256,15.19406064938004
3,11:58:00,0.7543685302856159,6.725507753527978,23.018644584141384,189.0104565295185,-0.3674788478632087,16.505535883770044
4,11:58:00,0.81634278885422,7.893034797027303,22.66028854280254,135.20401498149437,-0.06085915360417449,17.686418676542086
5,11:58:01,2.159053199003107,8.841929241924213,14.266767448458447,95.88884051090415,0.5254437949157234,18.45712640835761
6,11:58:01,3.28035798360797,9.692755479247921,14.569335281591638,67.54934220161286,1.2528647489419154,16.62183322048942
7,11:58:02,4.19392037562174,10.393478665712786,14.360042050703814,47.179686178148856,2.054676875119375,15.376668578516957
8,11:58:02,3.879973606372519,11.01367828372178,22.838105379142128,32.58343996171033,2.867135068831814,14.416349220444884
9,11:58:03,3.523790532226116,11.525034328228912,22.799501948258303,21.859663197559694,3.663617580848938,16.157135584155288
10,11:58:03,4.41575943828236,11.969291325441553,14.494729225803955,13.957862033327737,4.416541541039335,17.428666166264797
11,11:58:03,5.170284421856725,13.598088182197465,14.42487491391571,8.479910402181284,5.117748839601447,15.984778730348303
12,11:58:03,5.8210764658039444,13.69829316191546,14.345513173010623,4.735708236417722,6.120704718687324,14.918359391129163
13,11:58:04,6.3530456109706055,13.777101046876885,14.348049396997007,2.2298143906765233,6.904723419064812,14.12538693780205
14,11:58:04,6.887812971364406,13.857388563356844,14.557381373116739,0.5952522932337914,7.521931549777933,13.555941770863445
15,11:58:05,7.33195540209392,15.15188210380391,14.492156751175925,-0.4016170987679102,8.017071672918313,13.209288518692041
16,11:58:05,7.695771654405881,16.26740803839951,14.534610082098176,-0.958664530799322,8.771107685273353,12.946723686968411
17,11:58:06,8.142016909425045,15.929329300250306,14.279759286506023,-1.2177366213356389,9.66252005827194,12.776462979992814
18,11:58:06,7.3184623482262365,15.671514809636871,22.704427063753172,-1.2358601414465165,10.236457166689418,12.588302668879308
19,11:58:07,7.928215444324463,15.437719928941533,14.518311492305864,-1.4433740973317715,10.600825214349067,14.876977272604094
20,11:58:07,8.426083061700893,15.232046115662184,22.650574797435766,-1.3781106560522058,10.818447001537578,14.210662457716504
21,11:58:08,7.4081853082324685,15.087411555864607,22.62038346852732,-1.1462277266569112,10.93648614976761,16.064979190883996
22,11:58:08,6.76231119917798,16.167549758730523,22.176595815614107,-1.2287797023862073,10.998914420124457,17.42020332528093
23,11:58:09,5.892542659293937,15.919107065730959,23.00107838458613,-1.4349639775249008,11.371995571919818,18.291313820455546
24,11:58:09,5.1927551543724135,15.654259694887283,22.599283258713758,-1.7964477490925095,11.590436234009578,19.1718746450876
25,11:58:10,5.888554306774035,15.38402653368828,14.140619281277026,-2.2231591086070592,11.69076028676672,19.707214670710446
26,11:58:10,6.436982994657801,15.218553990905603,14.490569461132516,-2.2970739155688684,11.702877696322691,17.67874531532261
27,11:58:11,6.8916180454960205,15.081829298153043,14.567503978108363,-2.1559511611555124,11.680308478374911,16.302755193393793
28,11:58:11,6.1847853217427,14.944780368540522,22.63990472966278,-1.8851806073726123,11.640380794220663,15.325852990498555
29,11:58:12,5.497497979088087,14.843897154833527,22.797979661072024,-1.853967898356716,11.587428877550499,16.93433096839273
30,11:58:12,6.087453341192146,14.793400083058833,14.69160819374123,-1.9928884833987497,11.535103884687597,18.16264639045959
31,11:58:13,6.60880477984716,15.98488530845239,14.425503978108363,-1.8898005498753427,11.497472811946626,16.742052300480452
32,11:58:13,7.038231219892241,15.720809029445387,14.457875384037148,-1.6300547193439257,11.826850272105276,15.633578137479667
33,11:58:14,7.382770980048947,15.490813417087269,14.409953082614303,-1.2827955038476122,12.006467175320344,14.839159286143065
34,11:58:14,7.7826033275060205,15.315350240251522,14.64594062264916,-0.8965747780262436,12.086076227791908,14.251479405064293
35,11:58:15,8.087441737616327,16.393429551296396,14.68548428038923,-0.46662625681644654,12.107960954587154,13.896460848539276
36,11:58:15,8.359042317761297,17.331153324045857,14.71871848972317,-0.03263856538511645,12.44719192215433,13.655222199191446
37,11:58:16,8.695201957723624,16.80190408921717,14.17555095304385,0.3941171838753472,12.977869598953475,13.495332471247288
38,11:58:16,7.805616188606533,16.404846333200734,22.79309433574057,0.83350359063066,13.227141751375676,13.229555431149572
39,11:58:17,8.353652571369178,16.029721696616324,14.483954081584018,0.9294268660807692,13.308304340030498,15.513511829089541
40,11:58:17,8.782989035836646,15.73966574757631,22.758471171118956,1.1866330481127148,13.2726107649012,14.8068242961473
41,11:58:18,7.733942937294467,15.511828850232428,22.66774766942152,1.5271285537455936,13.175695048584934,16.669262208210444
42,11:58:18,7.028489493651564,16.49342851907692,22.0433491018933,1.503342836765878,13.05170067892761,18.010736964097568
